    ## Jawoy-álbmot hilgui 1980-logus ruvkedoaimmaid oskkolaš ja kultuvrralaš sivaid dihte .
    ## Kommišuvdna nammadii sierra lávdegotti árvvoštallat dan gažaldaga , muhto lávdegoddi hilgui Fokstada evttohusa nie :
    ## Arcticnet oaččui fálaldaga , ja sin bargu lei measta gárvvis , go Sámi datalávdegotti eanetlohku 1998 álggos hilgui čovdosa maid konferánsa lei mearridan ja álggahii fas ođđa standardda , mii gohčoduvvui « Levi » dahje « WS2 » .





    #$ Bjoner mearkkašupmi juolluduvvo buoremus Norgga lávlui .
    #$ Ajarhana lávlluin lea siskkál-das ritma , ja sin šuoŋain sáhttá gullat lottiid lávlui lassin maid lottiid girdima jienaid , ja heastan-jolggásteapmái lassin maid njurgu biekka jiena riidedeaddji beljiin .
    #$ Danin bohciidii ge lunttaid etniid ja oappá deaivvadeapmi Intriqueain erenoamáš dovdduid go sii adde liđiid lávlui Kai Somby .
    #$ HÁSTTALA:Sámi jienat stivrrajođiheaddji Laila Aleksandersen Guovdageainnus hásttala dál buot sámi lávlui vuolgit mielde sálbmalávlun prošeaktii .
    #$ Váikkovel beroštupmi Sámi jienat koarrii lea lassánan jagis jáhkái , de hálida koarra ain eanet lávlui .
    #$ In liiko diekkár lávlui gii iežas ámadaju vuoidá .
    #$ Olbmuid jienasteamis gárte eanemus jienat lulli-franskalaš lávlui Lizai , gii lávllui occitanialaš gillii .
    #$ Nu jurddašii min rádioreportár ovdal ringestii beakkán sámi lávlui , Ailu Vallii .
    #$ Musikk i Finnmark ozai nuorra juoigiid , lávlui dahje čuojaheaddjiid .
    #$ Rasmussen rámpo iežas koara , muitala lávlui leat erenoamáš čeahppin .
    #$ Bohccostallit , geat ožžo idéa iežaset dánsui jakutialaš Sykkys – dánsajoavkkus Anáris Ijahis_idja - dáhpáhusas 2010 , oaččui Oulus gudnemáinnašumi .
    #$ Joavkku jođiheaddji , oahpaheaddji Bigga-Helena Magga muitala , ahte sii ožžo idéa dánsui jakutialaš Sykkys – dánsajoavkkus , man sii oidne Ijahis_Idja – musihkkadáhpáhusas Anáris borgemánus 2010 .
    #$ Joavkku vihtta nieidda ledje ieža hutkán koreografiija dánsui ovttas Teija Sonkkilain , guhte bargá sihke dánsun- ja drámáoahpaheaddjin ja lei maiddái joavkku bagadallin .
    #$ Juohke dánsui gullevaš historjá lea dehálaš oassi ovdanbuktimis .
    #$ Nuorain leat dieđusge meassut eahkediid ja joavku čuojaha dánsui .
    #$ Son bonjadii skávžžáid ja ravkalii buoremielalaččat dárjui , gii lei sihke čuvgesvuovttat ja čáppat .
    #$ Geassemanus gaikui Guovdageainnu Nuoraidsiida .
    #$ De dohppi olmmái iežas seahka ja válddii doppe njuoska bihtá ja bálkestii dan gáivui .
    #$ 1. Máhtu lea gahččan gáivui .
    #$ Biebmobearráigeahčču ávžžuha ge vuoššat čázi dassážii_go dulde , jus it leat dárkkistan lea go du gáivui njommon dat dávda .
    #$ Son válddii biergguid ja luittii daid čiekŋalis gáivui , iige hal čázis fuomáš oktage daid ohcat .
    #$ Ja son celkkii sidjiide : « Jos ovttasge dis lea bárdni dahje vuoksá mii gahččá gáivui , ii go son dakkaviđe rohtteše su bajás , vaikko lea ge sábbát ?
    #$ Son attii dan gáivui nama Šiba .
    #$ Eatgo mii gotte su ja bálkes muhtun gáivui ja daja ahte meahccespire lea borran su .
    #$ De sii bálkestedje su gáivui .
    #$ Ii dárbbaš sámeaktivistii eará dadjat go « sámegielat » de son gal gusto njuike vaikke gáivui spiinni maŋis !
    #$ Luhča manná gurrenbiilla táŋkii ja čáhci luitojuvvo gáivui , muhto báhcá álo veahá luhča vuđđui .
    #$ Dál son ii dieđe vuos mo son galgá birget bensiidna pumpeaggregáhta haga , muhto son ferte luohttit iežas dološ gáivui mii gal doaibmá geasi-áigge muhto ii fal dálvet .
    #$ Son muvre dáin gáivui ja vel lieđđekrukkuige .
    #$ Jos ovdamearkkadihte galggai káfe vuoššat , de lei vuos dola cahkkehit ja de mannat gáivui dahje johkii čázi viežžat .
    #$ Go nieidan rihppui go ieš ledjen juhkamin , mearredin GWAPA:s ohcat veahki , muitala Brenda .
    #$ Geavu johtolat gáibida hui ollu vánddardeaddjis , dasgo dat lea báikkuid rámšui .
    #$ Bálgá guoras duovddan leat goas seahkalasvuovddit , goas jalges duottar , ja báikkuid johtolat lea rámšui .
    #$ Áilegasa gárddis vuojehit čorraga girdnui .
    #$ Son lohká dasto NRK_Sámi filbmejeaddji mannan filbmakamerain girdnui máid geahččalii gieldit .
    #$ Mii diehtit ahte boazoeaiggádat šaddet gárddiid divvut , vuojehit ealuid gárdái , viežžat girdnui ja doahput bohccuid gitta girtnus máid lohkkit sprájjejit ja čállet girjái geasa gullá .
    #$ Álggos lávejit vuojehit eallobihtá gárdái ja das fas bidjat girdnui .
    #$ Go leat geargan geahčademiin de bidjet fas eallobihtá girdnui gos mánát fas dohpot misiid gitta .
    #$ Nuorra dánsuguovttos jálosmuvaiga dađistaga ja manaiga girdnui dánsut .
    #$ Eallu šávihii girdnui olles riejain , bohccot ruvke oktiinjálmmiid .
    #$ Go gerget dainna de bidjet fas ealu girdnui ja de lea álkit mearkut misiid .
    #$ Earet_eará vuos girtnus geassit gávpebohccuid , dasto gávpejoris fas eará girdnui oaguhit bohccuid .
    #$ Go buot miesit leat gávdnan etniid , de fas biddjojit girdnui gos miesit ožžot bealljemearkka .
    #$ Miesit leat boahtán ruovttoluotta girdnui gos ožžo nummara .
    #$ OĐĐA ČUOVGGAT:Mattis Aslak Eira muitalii sii aittobeliid leat skáhppun ođđa čuovggaid girdnui .
    #$ Olggos manadettin muitalii Mattis Aslak ahte sii aiddobeliid leat skáhppun álbma čuovgarusttega girdnui .
    #$ Mun dieđán ahte leat stuora vuordámušat dán ráđđehusa návccaide ja dáhttui doallat ja ollašuhttit buot buriid lobiid ja sávaldagaid , muhto ferten muittuhit ahte ii leat go vihtta vahkku áigi dan rájes dát ráđđehus bođii fápmui , ja ahte áiggi dáfus ii leat leamaš vejolaš dahkat nu stuora rievdadusaid Bondevik II ráđđehusa bušeahta ektui mii ovddiduvvui Stuoradiggái maŋŋel guhkes ráhkkananbargguid .
    #$ Máhttoloktema oahppoplánadagus 2006-Sámi ( OM06S ) , nugo maiddái O97S lei , ferte ipmirduvvot vástádussan Norgga dáhttui čuovvolit bajábealde namuhuvvon riikkaidgaskasaš šiehtadusaid eamiálbmogiid rievtti birra oažžut oahpu .
    #$ Dan rájes lei Gonagas Haakon symbolan norgga álbmoga dáhttui soahtat friddja ja Norgga ovddas .
    #$ Mii doaivut ahte dát nanu , rájiidrasttidan ja girjás govvideapmi sámi servodagas heivešii maiddái du politihkalaš dáhttui .
    #$ eai leat bálljo oppage nu go eará áššit heivehuvvon Norgga stáhta celkojuvvon prinsihpalaš dáhttui eamiálmotpolitihkas .
    #$ Duođaleabbo váttisvuohta lea dat ahte luohttámuš riektiapparáhta dáidui ja dáhttui gieđahallat sámi riektigáibádusaid fuotnána .
    #$ Sámedikki dievasčoahkkimis 22. vahkus áiggun mun jearrat Ollis ođđasis ášši birra , ja vuorddán dál ahte Olli buktá vástádusa mii dávista SPR buori vuigŋii ja dáhttui dalle_go mun válden ovdan ášši Roavvenjárggas .
    #$ Sámediggi dovddaha , vuostálasvuođas Sámediggeráđiin , ahte lea luohttámuš sámi organisašuvnnaid ja ovttaskas olbmuid dáhttui ja návccaide ieža sáhttit ovddidit iežaset ásahusaid .
    #$ Ákkasteapmin čujuhan sámi árbevieru dehálaš mihtilmasvuhtii , namalassii nuppástuhttinnákcii ja - dáhttui .
    #$ · buori dáhttui ja
    #$ - Julggaštusaid olláhuvvan lea nannosit čadnojuvvon sámedikkiid resurssaide ja stáhtaid dáhttui ovddidit sápmelaččaid rivttiid .
    #$ Heajos dáhtus buorre dáhttui ?
    #$ Son lei ollásii gulolaš Ipmila dáhttui , muhto dat ii dáhpáhuvvan soađi ja gillámuša haga .
    #$ Dat máhttu ja vejolašvuohta ii dáidde eanaš suohkanpolitihkkariin , go sii han šaddet dávjá maiddái váldit vuhtii iežaset jienasteddjiid vuordámušaid ja dáhttui , nu_ahte dákkár proseassas lea bahá oalát vajálduhttit boazodoalu dárbbuid .
    #$ Weiler ( 1993 ) , kategoriseremii ja dáhttui mollet kategoriijaid oktanaga .
    #$ Muhto dat ainjo šaddá symbolan sápmelaččaid gálgii ja dáhttui ásahit iežaset kultuvrralaš domenaid .
    #$ Julggaštusaid olláhuvvan lea nannosit čadnojuvvon sámedikkiid resurssaide ja stáhtaid dáhttui ovddidit sápmelaččaid rivttiid .
    #$ Dát áššit leat billistan skuvlla nama ja dahkan eahpádusa eiseválddiid dáhttui čađahit plána hukset ruovttufidnoskuvlla sámiide .
    #$ Na dalle ii dávis min dáhttui vuoitun duiskkalaččaid gullot šat geardduhit boazu borrá sáhpániid , muhtin dáčča lei dadjan , sii baicca galggale val rámidit bohcco buorre biergun , olu biebmun ja hálmmasin .
    #$ li sáhte bidjat nu stuorra gáibádusaid « dáhttui » .
    #$ " Korssjøfjell-duopmu " « dáhttui » .
    #$ Dán láhkai mieđihivččii dáhttui mii ovdalis lei ovddiduvvon boazoealáhusa beales .
    #$ Dákkár ohcamat sáhttet gullat dáhttui hukset viesu guvlui mii lea láigohuvvon eanadollui .
    #$ oaidnemeahttunvuohta , maid dáruiduhttin dagahii dáin guovlluin , lea ain váikkuheame searvegottiid návccaide ja dáhttui fátmmastit sámegiela mielde
    #$ Lea maiddái jáhkehahtti ahte girku geatnegasvuođat sámelága giellanjuolggadusaide leat positiivvalaččat vaikkohan Norgga_girku dáhttui áimmahuššat sámegiela .
    #$ 30. Unnitlohkui dahje eamiálbmogii gullevaš mánás lea vuoigatvuohta iežas kultuvrii , oskui ja gillii .
    #$ Ruoššagielas gal ii leat dat namahus , eai ge loga eará namahusa ge nuortalaččain , earret oktasaš sápmelašnamahusa lopari ( pl. ) , dahje namahusat mat njuolga leat čadnon oskui , omd. " terskaja lop " , tersápmelaččat Guoládatnjárgga davvioarjelepmosis ( vrd. Hansen 1984 : 90 ) .
    #$ Doaba ” hálddahuslaš doaimmat ” berre maiddái dulkojuvvot ILO_169 artihkal 7.1 oktavuođas mii cealká ahte ” Dáin álbmogiin galgá leat vuoigatvuohta mearridit dehálašvuođaortnega dan ovdánumis mii guoská sin eallimii , oskui , ásahusaide , vuoiŋŋalaš birgenláhkái ja eatnamiidda main sii orrot dahje maid sii eará_láhkái geavahit , ja vuoigatvuohta nu guhkás go vejolaš jođihit iežaset ekonomalaš , sosiála ja kultuvrralaš ovdánumi .
    #$ vuoruhemiid ovddádusprosessii mađe mielde dat guoská sin eallimii , oskui ,
    #$ Formálalaččat sii ledje ortodoksalaččat , muhto olgguldasa vuolde bisttii vel ollu mii gulai dološ oskui .
    #$ Seamma riekti oažžut oahpa ii mearkkaš dušše ahte buohkat ožžot ovttalágan oahpa beroškeahttá sohkabeliin , doaibmannávccain , geográfalaš gullevašvuođas , oskui gullevašvuođas , sosiála joavkkus dahje čearddalaš duogážis – riekti ferte maid leat sorjakeahttá das guđe luohkkái oahppi šaddá .
    #$ Jus seamma vuoigatvuohta oažžut oahpa galgá doallat , de ii leat doarvái ahte buohkat ožžot ovttaárvosaš oahpa beroškeahttá sohkabealis , doaibmannávccas , geográfalaš gullevašvuođas , oskui gullevašvuođas , sosiálalaš joavkkus dahje čearddalaš duogážis – vuoigatvuohta ii galgga leat dan duohken makkár luohkkái ovttaskas oahppi šaddá .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Viidáseappot čatnasit várra muhtun kulturmuittut boares sámi oskui ja árbevirrui .
    #$ Nuortalaččat leat 1500-logu rájes dovddastan ruošša-ortodoksalaš oskui .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Ruošša-ortodoksa girku jorgalii nuortalaččaid risttalašvuhtii 1500-logus , ja uhca searvegottáš Njávdámis ain dovddasta iežas dán oskui .
    #$ Viidáseappot čatnasit várra muhtun kulturmuittut boares sámi oskui ja árbevirrui .
    #$ Dát boahtá ovdan 7. artihkkalis mas celkojuvvo čuovvovaččat ( dás jorgaluvvon dan mielde movt ON sambandet lea dan almmuhan dárogillii ) : Dáin álbmogiin galgá leat vuoigatvuohta mearridit iežaset vuoruhemiid ovdáneamis mii guoská sin eallimii , oskui , ásahusaide , vuoiŋŋalaš birgenláhkái ja eatnamiidda main sii orrot ja maid sii earaláhkái geavahit , ja nu guhkás go vejolaš ieža jođihit sin iežaset ekonomalaš , sosiála ja kultuvrralaš ovdáneami .
    #$ Dan_láhkai addet ovttaskas mánáidgárddiide vejolašvuođa heivehit ulbmilmearrádusa nu , ahte dat heive sin oskui ja filosofalaš oidnui .
    #$ Dii johtibehtet eatnamiid ja čáziid mielde , vai vuoittášeiddet ovtta áidna olbmo juvddálaš oskui .
    #$ Mii leat partalaččat ja medialaččat ja elamlaččat , olbmot Mesopotamias , Judeas ja Kappadokias , Pontosis ja Asia eanangottis , Frygias ja Pamfylias , Egyptas ja Libya guovlluin Kyrene lahka , mii leat fárren deike Romas , sihke juvddálaččat ja sii geat leat jorgalan juvddálaš oskui , mii leat kretalaččat ja arabialaččat – ja mii gullat sin sárdnumin Ipmila stuora daguid birra min iežamet gillii .
    #$ Ja go synagoga olbmot earránadde , de sihke juvddálaččat ja báhkinat geat ledje jorgalan juvddálaččaid oskui čuvvo sudno .
    #$ Dás Ipmila vanhurskkisvuohta almmustuvvá , oskkus oskui , nugo lea čállojuvvon : Vanhurskkis oažžu eallit go osku .
    #$ Sihke katolalaš girku ovdal reformašuvnna , ja ortodoksa girku Ruoššas leat váikkuhan sámi oskui .
    #$ kristtalašvuođa vuođđun sápmelaččaid oskui .
    #$ h : Dáhttubeahttigo , ahte dudno mánná gásttašuvvo // Dáhtutgo , ahte du mánná gásttašuvvo // Dáhtut go gásttašuvvot // dán oskui ja šaddat oassin Kristusa máilmmiviidosaš girkus ?
    #$ Skuvlaáiggis ja dan maŋŋil sáhttet oahppit boahtit hupmat singuin visot áššiid birra , oahpus gitta identitehtii ja oskui .
    #$ Ráhkisvuohta lea vuođđun ja ulbmilin risttalaš oskui .
    #$ Rohkos lea dábáleamos bálggis oskui .
    #$ Báhpat eai nagadan jorgalahttit sápmelaččaid kristtalaš oskui , vaikko vel bilidedje ja gilde visot mat gulle sápmelaččaid dološ oskui .
    #$ Oassi leastadialaš oskkus gulai sápmelaččaid dološ oskui .
    #$ Dat lei dehálaš dan sajáiduhttit ja oažžut sápmelaččaid heaitit bálvaleamis vuoiŋŋaid ja ipmiliid mat gulle sápmelaččaid boares oskui .
    #$ Miššunearat geavahedje iešguđet vugiid bágget sápmelaččaid dan ođđa oskui .
    #$ Dát leat dávjá čadnon oskui .
    #$ Maiddái sápmelaččaid muitalusain leat čielga oktavuođat dološ oskui ja máilbmegovvii .
    #$ Bienni lea ge buorre ovdamearka dán ovdalaš sámi oskui .
    #$ Buot olbmuin lea seammá olmmošárvu , ja buohkain leat seammá vuoigatvuođat beroškeahttá das makkár nállái , ivdnái , sohkabeallái , gillii , oskui , politihkkii dahje eará dillái // máddodahkii gullá .
    #$ Sii , geat organiserejit dáid joavkkuid , čujuhit dávjá oskui ja oarjemáilmmi imperialismma vuostálastimii go rekruterejit ođđa miellahtuid .
    #$ Máhttu oskkuid ja eallinoainnuid birra , ja makkár doaibma dain lea sihke árbevierrun ja áigeguovdilis gáldun oskui , morálii ja eallindulkomii , lea guovddážis fágas .
    #$ Eanaš olbmot Eurohpá riikkain leat muhtin_láhkai čatnon risttalašvuođa oskui .
    #$ Holistalaš eallinoaidnu cealká ahte buot olbmot leat friddja ohcat ja gávnnahit iežaset duohtavuođa ja eallinoainnu , beroškeahttá das makkár oskui son gulaš .
    #$ Olmmoš ii galgga dušše čuovvut risttalaš ja girkolaš vieruid , muhto galgá váimmustis dovdat duohta ráhkesvuođa Ipmilii ja risttalaš oskui .
    #$ Measta 1/3/1 oassi máilmmi álbmogis gullet risttalaš oskui .
    #$ Go Paulus jorgalahtii oskui sin geat eai lean birračuhppojuvvon , mearkkašii guhkes lávkesteapmi eret juvdálaš vieruin , muhto duođalaš risttalaš oskudovddastus Romalaš riikkas šattai easkka Paulusa jápmima maŋŋá , nuppi čuohtelogu molsašumis .
    #$ 1. Mii lea guovddáš gáldu risttalaš oskui ?
    #$ Dát dáhpáhus šattai vuolggan Leastadiusa oskui .
    #$ Olmmoš ii galgga dušše čuovvut risttalaš ja girkolaš árbevieruid , muhto galgá váimmustis dovdat duohta ráhkesvuođa Ipmilii ja risttalaš oskui .
    #$ vuoruhemiid ovddádusprosessii mađe mielde dat guoská sin eallimii , oskui ,
    #$ Formálalaččat sii ledje ortodoksalaččat , muhto olgguldasa vuolde bisttii vel ollu mii gulai dološ oskui .
    #$ Jagi 1953 dutkit Erkki Itkonen , Jouko Hautala ja Matti Hako geahčadedje sullo báikkálaš oahpisteaddji vehkiin ja gárte Fellmana muitalan lágaš hollui , muhto čorvviid dahje eará duođaštusaid oskui gullevaš rituálain eai šat gávdnon .
    #$ Artihkkal leage báinnahallan Lindkjølena risttalaš oskui .
    #$ Ja go manná maŋos dan boares sámi oskui , man birra mii eat dieđe nu ollu , ja dat maid mii diehtit leat earát midjiide muitalan , dainna go Thomas von Westen ja su mielbargit ja earát leat čoaggán dan áiggi dieđuid .
    #$ Dan lassin dološ oskui gullan oaffaruššan siiddiide lea kulturalbmaneapmi .
    #$ Nie mo doaba geavahuv-vo religiovnnadieđalaš digaštallamis otne , de ii leat čadnon dihto oskui , muhto dihto oskku autoritehtii ja čehppodahkii .
    #$ Hávdegeađggi guokte ruossa čájehit ahte Jogar gulai ortodoksa oskui , su eamit fas luteránalaš oskui .
    #$ Bismma oainnu leastadialaš oskui ledje suohkanbáhpaid dieđut báidnán , mat muitaledje iežaset váttisvuođaid birra nággáris leastadialaš suohkanmánáiguin .
    #$ Vuoigŋa mii devddii girku , sáhtášii jorgalit suruhemiid oskui .
    #$ Otná beaivve Alkali Lake lea Kanadas ovdamearkan das , mo jugešvuođa ja sosiála váttisvuođaid sáhttá vuoitit earret_eará árbevirolaš oskui dorvvasteamin .
    #$ Son lei vuolgán beassážiidda viva guossái , lei orron doppe badjel basiid ja máhcai ruoktot oaivvesnaga , ná ii lean dáhpáhuvvan sudno náittosdili áigge go moddii soađi maŋŋá , ovdalgo bođii albmaláhkai oskui .
    #$ Rumašlaš heahti lea dattege dávjá čadnojuvvon nu čavgadit diehtemeahttunvuhtii ja religiuvnnalaš gáttuide ja oskui ahte olles kultuvra rahtasa jos geahččala rievdadit ávnnaslaš dili beroškeahttá rievdademiin oktanaga .
    #$ Mág ´ ge gal nanosmuvai oskui go Hitlar vuoittáhalai .
    #$ Dáid erenoamáš dilálašvuođaid vuođul , mat čatnasit sámi geavahandoibmii , rievtti_mielde sáhttá várra čuoččuhit , ahte ii leat vuogalaš dahje geavatlaš atnit čavga dahje absoluhtta gáibádusa oskui sámi geavahusdiliide .
    #$ Nuppádassii leat čielga gáibádusat eaktodáhtolaš oskui , mii guoksá giddodahkii , eanaš vuođđuduvvon vuođđogirjjiregistrerema oktavuođas .
    #$ Čoahkkáigeassun dasa , mii bajábealde lea daddjon , čujuhit nana vuođuštusat dasa ahte ferte leat várrugas go geavaha čavges gáibádusa eaktodáhtolaš oskui sámi luondduriggodagaid guhkes áiggi geavahusa ektui .
    #$ Muhto vuolggasadjin lea čielggas ahte mii bajábealde lea daddjojuvvon das ahte dološ áiggi rájes geavahusa-eavttut leat , vihkehallanmearkan main lea relatiivvalaš deaddu , de boahtá gustot seammá liberála gáibádus oskui maiddái earáide go sámi vuoigatvuođagáibideddjiide , mat sáhttet dahkat jáhkehahttin seammá guhkes geavahusa .
    #$ " Dáin álbmogiin galgá leat vuoigatvuohta mearridit dehálašvuođaortnega dan ovdánumis mii guoská sin eallimii , oskui , ásahusaide , vuoiŋŋalaš birgenláhkái ja eatnamiidda main sii orrot dahje maid sii eará_láhkái geavahit , ja vuoigatvuohta nu guhkás go vejolaš jođihit iežaset ekonomalaš , sosiála ja kultuvrralaš ovdánumi ...
    #$ Oahppit galget váhnemiid čálalaš dieđáhusa vuođul beassat soames oasis skuvlla oahpahusas jus sii iežaset oskku dahje eallinoainnu mielde vásihit oahpahusa eará oskui dahje eallinoidnui čatnašuvvama , dahje vásihit oahpahusa loavkideaddjin dahje eaddudeaddjin .
    #$ Ohppiide geat gullet eará oskui olggobealde Norgga_girko , sáhttá ohcamuša vuođul mieđihuvvot riekti leat eret skuvllas daid beivviid go sin oskkus lea bassibeaivi .
    #$ Sápmelaččat bággejuvvojedje ja baldojuvvojedje eará oskui go álggaheaddjiid dihte ahte jos stivrejit ovtta álbmoga ja juohkehačča oskku , dat lea seamma go oažžut kontrolla .
    #$ Dát áddejupmi galgá buktit daguid , vuođuštuvvon oktasaš oskui man dovdomearka lea solidaritehta , árvu ja gudnejahttin .
    #$ Badjelmearálaš oaivilat nugo dát gullet eambbo kultuvrii go oskui , lasiha son .
    #$ Filbma deattuha vuoiŋŋalaš vástádusaid oskui ja kaste-vuogádaga gažaldagaide .
    #$ Nuppi vuolgagii ledje divvut bonjadan skohtera ođđa oskui , ja buorre vuodjin buvttii nuppi saji , dás lei maid lihkku .
    #$ < P > Prográmmajođiheaddji Marie Kemi hálešta olbmuiguin fáttaid birra , mat gusket oskui ja vuoiŋŋalaš eallimii .
    #$ Duoddara šamána Áilu Gaup lohká ahte bálvvussajit eai vuoimmehuva vaikko kristtalaččat viháhit ge saji kristtalaš oskui .
    #$ Mu sávaldat ja rohkadus sin ektui lea ahte boađáše jorgalussii ja oskui .
    #$ Davvi_Nuorra lea nuoraidorganisašuvdna mii ii leat čadnon makkárge oskui ja politihkkii .
    #$ Organisašuvdna ii leat čadnon makkárge politihkkii ja oskui ja lea rabas buot sámi nuoraide gaskal 13 ja 32 jagi .
    #$ AFS lea eaktodáhtolaš , idealla organisašuvdna mas eai leat čanastagat politihkkalaš surggiide dahje makkár ge oskui .
    #$ Eanaš indo-fijilaččat gullet hindu oskui , ja ellet indialaš kultuvrra mielde .
    #$ Dat guoská dan oktavuhtii mii olbmos lea lundui ja oskui , ja maid ealáhussii ja hálddašeapmái , beaivválaš eallimii , kultuvrii , gilii ja identitehtii " .
    #$ Álgofápmo eiseválddit eai gula makkárge oskui .
    #$ Gáldo gii ii hálit almmuhit namas ja gulla Váhčir dahje oarje lestadialaš oskui , muitala Min Áigai ahte Sámi Girkoráđđi ja Norgga_girku leat áiga jorggihan eret dain árvvuin mat leat leamaš álgoálggus ja ahte Sámi Girkoráđđi ja Norgga_girku čuovvola juohke biekka ii doalat dološ árvvuid .
    #$ Benne Niillasa Elle Risten Elen Kristine Utsi ( riegádan Sara ) Riegádan 11.11.1907 , jámii ráfálaččat Beastis oskui 06.08.2004 , Bissojoga boarrásiidsiiddas
    #$ Osloguovllu sámit dárbbašit dakkár vistti maid sáhttet atnit , feara_makkár atnui , ja maid buohkat sáhttet atnit , makkár agiin de ain ležžet dahje makkár oskui de ain gullet , dahje makkár duogáš leažžá .
    #$ Eatnašat gullet kristtalaš oskui , ja sii leat eambbo seahkánan stuorátálbmogiidda go eará Andaman ja Nicobar sulluid čearddat .
    #$ MIŠUNEARA : Mišunearat jorgalahttet sápmelaččaid iežaset oskui .
    #$ - Mo sáhttá álbmot gii lea eallán 250 jagi kristtalašvuođain máhccat ruovttoluotta dološ sámi oskui , dat lea veadjemeahttun , lohká Hætta sámeradioi .
    #$ - Joatkkaskuvllas menddo unnán sadji risttalaš oskui.
    #$ Go olmmoš oskui boahtá de sieluvašálaš álgá givssidit .
    #$ Stáhtalaš ruhtademiin fuolahuvvojit dát vuoigatvuođat , ja nu čájeha stáhta miehtemielalaš oainnu oskui ja eallinoidnui , dadjá Sandvig Vårt_Land aviisii .
    #$ Artihkkal leage báinnahallan Lindkjølena risttalaš oskui .
    #$ Organisašuvdna ii leat čatnon makkárge politihkalaš suorgái dahje oskui , ja veahkeha mánáid beroškeahttá našunalitehta , kultuvrra dahje oskku .
    #$ Viiddis mearkkašumis lea min kultuvra nannosit čadnon risttalaš oskui ja árbevieruide mat gullet olles orjješ-máilmmi kultuvrii .
    #$ - Dat geat eai gula rievttes oskui , hálidit juoigama girkui , ja dat geat eai hálit juoigama , rievttes oskkolaččat nugo mun .
    #$ Leatgo dá oasit mat gulle min dološ oskui , vai gávdno go lunddolaš čilgehus dáidda .
    #$ Son lohkagođii Biibbala , ja nu son bođii oskui .
    #$ Eanas románit oskot dan oskui mii lea dan riikkas gos orrot , nugo Románi Katolisma , Nuorta Ortodoksa , Protestánta ja Isláma
    #$ Mii leat beassášbásiid heivehan ávkkálaččat vai sáhttit dikšut buot beliid beaivválaš eallimis , dat mii guoská oskui ja mii guoská bearrašii .
    #$ Soaitá leat go luohti čátnojuvvui dološ sámi oskui ja ollusiid gárrenoaivvis juoiggadeapmái , ja nu čilgejuvvon suddun .
    #$ Davvi_Nuorra ii leat čatnon ovttage bellodahkii dahje oskui ja okta Davvi_Nuora álggovuolggalaš mihtuin lea nannet ovttasbarggu sámi nuoraid gaskkas .
    #$ Lohká mišunearaid geahččan sámi oskui dego livčče beargalaga oskun ja dat galggai duššaduvvot .
    #$ Iige galgga dušše geahččat dávviriidda , muhto maiddái vieruide ja oskui .
    #$ Dat galgá leat deaivvadansadji nuoraide vaikko_makkár bellodahkii dahje oskui gulaš .
    #$ Ii son mieđit bibbaljuohkima leat danne ahte dal áiggošedje jorgalusaid dagahit , ja oččodit olbmuid kristtalaš oskui .
    #$ Dát váikkuha maid buoret áddejupmái eallimii ja erenoamážit kristtalaš oskui go beassá sártni gullat iešguđet gillii , oavvilda bisma .
    #$ Jesus han dávjá buorádalai olbmuid , ja dalle gullá buorádallan kristtalaš oskui .
    #$ Doppe galget leat sagastallamat ja eará aktivitehtat main lea ulbmil oahppat earret_eará movt šaddat čeahppi gulahallat olbmuiguin , nuoraiddoaimmaid jođiheami ja eará fáttaid mat gusket oskui .
    #$ Mátkkis ruovttoluotta Gárasavvonii deaivvai son nuorra sámi nissona gii bovttii su vel nannosat oskui , nu sárdnidišgođii son govvádusaid bokte .
    #$ Dát osku ii leat čadnon dihto oskui , muhto dihto autoritehtii ( juoga mas lea fápmu ) ja čehppodahkii .
    #$ Guđe oskui čuovvovaš Ipmilat gullet : Brahma , Višnu ja Šiva , ja mat dat leat Ipmiliid ?
    #$ Iežas sávašii beassat movttiidahttit olbmuid oskui .
    #$ sivva juoiganárbevieru suddun atnimii lea oktavuohta dološ šamanisttalaš oskui ( eamioskui ) , masa
    #$ Jus vuoiŋŋalaš dábit definerejuvvojit oskui gulli áššin , de daid sáhttá leat váttis bargat daiguin skuvllas , muhto jus gohčoduvvojit árbevirolaš praksisiin , de lea vehá eará vejolašvuođat ealáskahttit dáid .
    #$ Álggus ledjen váldán fárrui maid kristtalašvuhtii sihke dološ oskui ja sieiddiide laktáseaddji motiivvaid .
    #$ Go ain eanet ja eanet sámiin “ vuogáiduvve ” ođđa oskui de bođii váttisin čiegadit meavrresgáriid geavaheami ja oaffardoaimmaid báhpáin ja eará eiseváldiin .
    #$ Sii ledje olbmuid mielas eanet miehtemielalaččat ođđa oskui .
    #$ Dan dilis muhtun sámit dorvvastedje oskui , man Læstadius sidjiide sárdnidii .
