  #$ Mearrasápmelaččain ledje maid olu lojes álddut , main ožžo mielkki , vuoja ja vuosttáža .
  #$ Sabys fitnodat lei ceggen lávu ja vugddii doppe duolbagáhkuid vuosttážiin ja sirahiin suvlin gáffii , ja sidjiide geat háliide ođđaáigásaš biepmu lei dieđun nai fálaldat .
  #$ Mánnu lea guolbman láđasin ja guovgá almmi máttabealde čađačuovgi vuosttážin .
  #$ Sii vuvdet maiddái importerejuvvon vuosttážiid , oljjuid ja etteha .
  #$ Go sámi bearrašis lei gussa , de lei maiddái mielkige , ja sii sáhtte ráhkadit vuosttážiid ja mielkemállásiid .
  #$ Das ožžo bierggu , mielkki , vuosttáža ja bivttasnáhkiid , ja dat lei fievrun .
  #$ Borgemánu mii láviimet juo gáfemielkki álo bohčit , ja de dahkat vel vuosttážiid .
  #$ Galbmaskáhpii ii lean báhcán eanet unna guohca ruoná vuosttáš.
  #$ Borramuša vuvdet ja nissonat ráhkadit earret eará vuosttážiid , steikejit varrabánnogáhkuid , láibot láibbiid ja vuššet guhppármáli .
  #$ Gáranas áigu seaivut ja ozada háikageaži , gos beasašii ráfis leaicidit varas vuosttážiin .
  #$ Jan Cato ja Ole Thomas beasaiga viidásit Norvegia vuosttážiin , Gina vuolgá mátkkoštanjođiheaddjin .
Cognacas lánastuvvon bohccosavodeahkki , honnetskávuhuvvon ja suovastuvvon luossa meađđeniiguin ja snøfrisk-nammasaš vuosttážiin .
  ## Dát proseassa lea bisánan oalát , vaikko ráđđehus stuorradiggedieđáhusas sámepolitihka birra 2008:s dajai ahte láhččojuvvojit fásta čoahkkimat finánsaministariin , stáhtaráđiin mas lea ovddasvástádus sámi áššiin ja Sámedikkis ovdal go ráđđehus doallá vuosttáš bušeahttakonferánssas , ja ahte ráđđehus áigu bovdet Sámedikki konsultašuvnnaide dán lágan bušeahttaáššemeannudanvugiid ráhkadeami oktavuođas .
  ## 12.09.14 beaiváduvvon gohččun evttohuvvon áššelisttuin , prográmmain ja sárdnunáiggiin dohkkehuvvo Ođđa ášši 32/14/32 biddjojuvvo áššelistui ja meannuduvvon vuosttáš áššiin bearjadaga 10.10.14
  ## ” ( Gielddain mat eai gula sámegielaid hálddašanguvlui , muhto gos ásset sápmelaččat , lea liikká geatnegasvuohta vuosttáš ja nuppi lađđasa mielde fuolahit ahte sámi geavaheddjiid ja pasieanttaid ovddasteaddjit guldaluvvojit gieldda dearvvašvuođa- ja fuolahusbálvalusa hábmema oktavuođas ) ( Prop. 91 L ( 2010–2011 ) Stuorradikki proposišuvdna ( evttohus láhkamearrádussan ) Láhka gieldalaš dearvvašvuođa- ja fuolahusbálvalusaid jna. birra .
  ## Dasa lassin árvaluvvo várra ovttasbargošiehtadus gaskal Álttá suohkana ja Sámedikki vuosttáš jahkebealis 2015 .
  ## Norgga báŋku lea mearridan ahte 2017:s almmuhuvvo 20 ruvnnu minta mas erenoamážit čalmmustit sámi vuosttáš riikačoahkkima 100-jagi ávvudeami .
  ## Sámediggeráđi lahttu Vibeke Larsen oassálasttii sešuvnna vuosttáš vahkkui .
  ## Válga vuosttaš Sámediggái čađahuvvui čakčamánus 1989 , ja Gonagaslaš majestehta Gonagas Olav V rabai vuosttáš Sámedikki golggotmánu 9. b. 1989 Kárášjogas .
  ## Sámedikki presideanta Aili Keskitalo deaivvada bearjadaga 17.10.14 ođđanammaduvvon sámi giellalávdegottiin sin vuosttáš čoahkkimis Oslos .
  ## Munnje lea lunddolaš searvat lávdegotti vuosttáš čoahkkimii .
  ## Ovddit jagiin lea juolluduvvon 150 000 ru prošeavtta vuosttáš oassái .
  ## Sámedikki presideanta Aili Keskitalo deaivvada bearjadaga 17.10.14 ođđanammaduvvon sámi giellalávdegottiin sin vuosttáš čoahkkimis Oslos .
  ## Tabealla 6.7 Oahppit* geat álge joatkkaskuvlii vuosttáš ceahkkái čakčat 2007 , makkár stáhtusdási oláhedje maŋŋil vihtta jagi joatkkaskuvlaoahpu , studeantasuorgi ja sohkabealli .
  ## Oahpahusprográmma Joatkkaskuvllas vuosttáš ceahkis ja sohkabealli Oahppit oktiibuot Nagodan oahppo- dahje fidnooahppogelbbolašvuođa** Ii nagodan oahppo- dahje fidnooahppogelbbolašvuođa
  ## Govain 18 a ja 18 b čuovvovaš siiddus čájehuvvo biiriid mielde juhkkojuvvon válgaoassálastin dan viđa vuosttáš sámediggeválggain .
  ## Dan guovtti vuosttáš áigodagas čájeha tabealla 13 , ahte dievdoolbmot , geat orrot SED guovllus , ja geain lea dušše vuođđoskuvla dásis oahppu , ožžo unnit sosiálaveahki , go dievdoolbmot olggobealde guovllu .
  ## Bohtosat , maid dán kapihttalis muitalit , leat oassin dutkama vuosttáš oasis “ Gilis gávpogii ” .
  ## Bohtosat , mat dán kapihttalis čájehuvvojit , leat oassin vuosttáš ceahkis guorahallamis ( surveyen ) Gilis gávpogii .
  ## Gáldu : Oahppostatistihkka , Statistihkalaš guovddášdoaimmahat Tabealla 9.7 Oahppit* geat álge joatkkaskuvlii vuosttáš ceahkkái čakčat 2009 , makkár stáhtusdási oláhedje maŋŋil vihtta jagi joatkkaskuvlaoahpu , studeantasuorgi ja sohkabealli .
  ## 1969 ásahuvvui vuosttáš sámi mánáidgárdi Guovdageidnui .
  ## Unnavieljaš oaidná go stuorravielja rohtte eallimis vuosttáš guoli gáddái , Soai leaba guktot hui movtta …
  ## Eahketdoaluin gehččiid beroštahtii Maxida Märak , guhte lei vuosttáš háve lávddi alde Suoma bealde .
  ## Dat lea vuosttáš sivva , čilgegoahtá historihkár Steinar Pedersen ja joatká :
  ## Girjelágádus čállá ahte dá lea vuosttáš ollislaš girjjálašvuođa historjá girji .
  ## Muhto Hugo bártidii motuvrrain maŋŋel vuosttáš heata .
  ## Iskkadeapmi mii lea dahkkon olbmuid gaskkas lohket eanas ahte bargovejolašvuođat ja bálká lea vuosttáš ágga manne fárret .
  ## Ledjen juo vuoitán daid guokte vuosttáš “ heata ” .
  ## Scanfish eksportahoavda Rune Mikalsen lohká ahte lea kvalitehta mii mearrida galgá go lihkostuvvat Englánddas , muhto lea gelddolaš oaidnit movt dat vuosttáš guollefievrredeapmi girdiin lihkostuvvá .
  ## Mii máilmmiid , orui dego su vuosttáš áhkká , Tonetta ?
  ## Dát lei vuosttáš mátki sus Kárášjohkii , muhto doaivu ieš ahte doaivumis ii lean maŋimuš mátki deike .
  ## Áhčči ii ipmir Dá šaddá vuosttáš háve go Marita fárre eret ruovttus .
  ## Historjjálaš Dievdduid finála lei dáhpáhusvalljot go Náššá ja Arasborvárri vuosttáš háve ledje finálii beassan .
  ## Mii leat leamaš Ruoššas ja doppe sii geavahe Ruošša militearabiktasiid ja lea vuosttáš háve go mii vásihit ahte olbmot leat ná reageren , muitala son .
  ## Dá lei vuosttáš háve go mun maid čuojahin joavkkus .
  ## Riikajoavku veahá balus Eira muitala čiekčama álggus dovdon ahte nieiddat ledje veahá balus go lei sin vuosttáš čiekčan .
  ## Stuorra vuordámušat Sámi nissoniid riikajoavkku čiekčit ledje movttegat go nu bures manai vuosttáš čiekčan , muitala Mikkel Isak Eira , ja lohká sin ballat bearjadaga šaddat garraset , go nieiddat deaivvadit Piteå IF joavkkuin .
  ## Beaivváš Sámi Teáhteris leage ihttin lea vuosttáš čájálmas " 1852 " bihtás , Guovdageainnus .
  ## – Lea imaš ahte ádjánit máŋgga jagi rehketdoaluin , dadjá Hætta , gii lei vuosttáš jođiheaddji Sámi Searvvis 30 jagi áigi .
  ## Buohkat gávdnoje viesu vuosttáš etášas .
  ## – Mun málegohten go ledjen logi jahkásaš go eatni ostii munnje mu vuosttáš máladávviriid , muitala Sunna .
  ## Sámi riikkajoavku bážii vuosttáš moala go čievččai Provence joavkku vuostá , muhto vuoittahalle loahpalaččat 1-2. – Mii álggiimet čiekčama bures , mis lei buorre leahttu spealus , muhto fámut nohkkoje ja eat šat nagodan čiekčat doarvái bures , logai Sámi riikkajoavkku hárjeheaddji Isak Ole Hætta maŋŋel disdat eahkeda čiekčama .


  

  ## Buorre álgu Sámi riikkajoavkku kapteaidna Jan Egil Brekke lei goalmmádin maŋemus čiekči guhte guoskkai spábbii ovdal go Sápmi bážii vuosttáš moala .
  ## Rukses goarta Provence čiekči Enais Hammoud bážii 1-1 moala loahpageahčen vuosttáš vuoru .
  ## Sámi riikkajoavkku njunuščiekči Svein Ove Thomassen coahkkalit golbma moala Sápmái moatti minuhtas vuosttáš vuoru álggus .
  ## Vuite bronsa Provence vuosttáš čiekči bážii badjel moala ja Sápmi lei vuoittubeale .
  ## Duorastaga lei vuosttáš čájálmas Márkomeanuin ja čájálmas lei mu mielas buorre .
  ## SomBy ii lean njunuš sajis gilvvus ovdal go maŋemus jurymiellahttu jienastii Sámi joavkku vuosttáš sadjái , muitala Sámi jurymiellahttu Brita Triumf .
  ## Norgga stuorámus boazoorohaga jođiheaddji lea ilus go sin guovllus leat merken vuosttáš geatki Finnmárkkus .
  ## Johan geahččala čállit buot statistihkaid cupa čiekčamiin , ja lea dahkan dan earet cupa vuosttáš jagis .
  ## " Debut " - vahkku lea Romsa-studeanttaid jahkásaš tradišuvdna mii dán jagi álggi borgemánu 15. beaivvis ja bistá gitta sullii čakčamánu vuosttáš beaivái .
  ## Dan jagi lea 45 jagi dan rájes go dat vuosttáš guokte sámegielat studeanttat álggiiga lohkat medisiidnaoahpu Bergenis .
  ## Joavkkuideaset guokte vuosttáš čiekči deive moala .
  ## Munno joavku šattašii vuosttáš nissonjoavkku mii searvá dán cupii , čilge Inger Johanne .
  ## – Lea vuosttáš dálvi go Magdalena searvvai čuoigamiidda , ja son gal liiko čuoigat .
  ## Son lea vuosttáš várrelahttu .
  ## Nils Gaup filmmas Guovdageainnu stuimmiid birra lei Ruoŧas vuosttáš čájeheapmi mannan bearjadaga .
  ## KaraRock lei Finnmárkku vuosttáš festivála mii lágiduvvui jagi 1978 ja -79:s .
  ## KaraRock lei vuosttáš festivála dan áiggi go mun ledje nuorra , lohká nuorra festiválamanni dálle ja otná festivála lágideaddji Klemet Turi .
  ## Seamma jagis lonuhii joavku nama ja gohčodišgođii iežas " Duolva Duottar " : in ja dalle ráhkadedje vuosttáš MP3-lávlaga maid
  ## Máŋga nuora vuosttáš bargu lea geassebargu dahje bargu skuvlla friddjaáiggis .
  ## Beaivváš Sámi Teáhteris leage ihttin lea vuosttáš čájálmas " 1852 " bihtás , Guovdageainnus .
  ## Jus bissu ii bávkket vuosttáš geahččaleamis , de sáhttá vaikko lummas bávkkehit , čilge Sara .
  ## Duhát vuosttáš nama almmuhuvvojit juo beaivvi ovdal , vai Guovdageaidnu- ja Loabátlaččat besset ráhkkanit vuolgit Áltái válljet oaggunsaji ja jándora goas bivdá .
  ## Ártni bážii vuosttáš moala , dakka maŋŋel ožžo Njulloslakkut 2 moala .
  ## Vaikko Dorras bážii B-finála vuosttáš moala , de goitge vuittii Spalca álkit 3-1 .
  ## Guovdageaidnulaš Ann-Solbritt Eira Logje čiekčá Álttá vuosttáš divišuvnna joavkkus ja lei ovdal sámecup čiekčamiid beassan sámi riikajovkui .
  ## Álttá vuosttáš divišuvnna joavku čievččai dássálaga 1-1 Sandefjord vuostá sotnabeaivve .
  ## Joavkku buoremus moallabáhčči Kjartan Finnbogason bážii 16 mettara cázus molli gaskamuttus vuosttáš vuorus .
  ## Sandefjord lei buoremus vuosttáš vuorus ja boađus 0-1 bisttii vuoru lohppii .
  ## Álggu vuosttáš vuoru Álttá oaččui friddjačievččasteami gaskašillju olgešbeale .
  ## Su vuosttáš CD Gollegoallostat lea litna , buhtes pop .
  ## Ihttin sotnabeaivvi lea Nils Mikael vuosttáš čiekčan Guovdageainnu joavkkus .
  ## Mu vuosttáš mihttomearri spábbačiekčin lea vuoitit goalmmát divišuvnna Guovdageainnuin , loahpaha Hætta Hansen .
  ## Dá lei vuosttáš háve go mun maid čuojahin joavkkus .
  ## Lea vuosttáš lávki prošeavttas , mas leat golbma ceahki ja oktiibuot lea 10 miljovdnasaš bušeahtta .
  ## Dá vuosttáš háve go Siv Anja Mienna šattai norggameašttirin .
  ## Vegard Braaten čievččastii Álttá vuoittu beallai čiekčama vuosttáš minuhtas , muhto Start čiekčit jorgale 1-2 bohtosii ja vuite čiekčama .
  ## Dan jagáš vuosttáš sáddagis dehe premieres lea cha-cha-cha maid dánsejeaddjit galget danset , Mikkel lohka son gal lea ožžon dánsema varrii juo .
  ## Mánnodaga addui Norgga vuosttáš mikronovealla čoakkálmas .
  ## Lávvordaga diibmu 21:00 muittašit vuosttáš KaraRock mii lágiduvvui jagi 1978:s .
  ## Sámediggi lea vuosttáš oasis oččodit ovttasbargošiehtadusa Oslo gielddain .
  ## Hawass dieđuid mielde soaitá dat gullan dronnet Seshseshet , gii lei gonagas Teti eadni ja son lei vuosttáš gonagas guđat dynastiijas
  ## Dá son muitala mo su vuosttáš deaivvadeapmi oahpaheaddjirollain lei :
  ## Lars Johan Vasara lea vuosttáš sajis Guovdageainnu searvvegoddiráđi válggain .
  ## Sámi searvvi jođiheaddji Carola Johansson sávvá ođđa ja oahpes spábbačikčiide bures boahtima Jiellevári sisčiekčan cupii " Allhelgona " mii lágiduvvo dán mánu maŋemus vahkkoloahpas golggotmánu 30 beaivvis gitta skábmamánu vuosttáš beaivái .
  ## – Mun málegohten go ledjen logi jahkásaš go eatni ostii munnje mu vuosttáš máladávviriid , muitala Sunna .
  ## TIL bártidii vuosttáš vuorus ja lei táhpabeale ovttain moalain .
  ## Alf Johansen , Finnmárkku vuosttáš filbmajournalista lea dál gearggus ráhkadit filmma duhtameahttun sámiid birra .
  ## Mánnodaga lei vuosttáš čájáhus « Ágon » bihttás , Les viesus , Guovdageainnus .
  ## Buohkat gávdnoje viesu vuosttáš etášas .
  ## Áltá vuosttáš divišuvnna nissonjoavku vuoittahalai 0-3 Lulli-Norgga Donn joavkku vuostá mannan vahkkoloahpas .
  ## Jus Áltá livččii vuoitán dán čiekčama , de livčče goarpmastan vuosttášdivišuvnna ráiddu vuosttáš sadjái .
  ## Jens Martin Mienna doaimmaha prošeavtta mii galgá buvttadit sámi vuosttáš animašuvdna spilla , " Sáivu " .
  ## Álttá ovddeš hárjeheaddji Isak Ole Hætta lea oadjebas ahte su ovddeš oahppit bisuhit vuosttáš divišuvnnas – Jus nagodit vuoitit ovtta čiekčama vel , de gal bissot divišuvnnas
  ## Su mielas lea ođđa hárjeheaddji lihkostuvvan bures iežas vuosttáš jagis .
  ## Dá lea vuosttáš stuora čoahkkin gos sámi viessu Romssa gávpogii digaštallo .
  ## SomBy ii lean njunuš sajis gilvvus ovdal go maŋemus jurymiellahttu jienastii Sámi joavkku vuosttáš sadjái , muitala Sámi jurymiellahttu Brita Triumf .
  ## – Lea imaš ahte ádjánit máŋgga jagi rehketdoaluin , dadjá Hætta , gii lei vuosttáš jođiheaddji Sámi Searvvis 30 jagi áigi .
  ## Sørkjosen oaččui vuosttáš moala muhto Ártni Lunttat eai vuollánan , loahpas ožžo sii maid moala .
  ## Dá lea Áltá vuosttáš Sámegielat luohkká.
  ## Inge Ryan gii álgá Davvi-Trøndelaga fylkkamánnin golggotmánu dán jagi , lohpida ahte dát boahtá leat vuosttáš ášši mainna son bargagoahtán go álgá ođđa ámmáhii .
  ## Ruoŧŧilaš Max Mackhè , Jämtlánddas eret , ilbmada su vuosttáš sámegiella CD dán geasi .
  ## Loabága suohkana sátnejođiheaddji Viktor Andberg lea hui positiivvalaš go suohkan lea šaddan sámegiela hálddašanguovlun Golggotmánu vuosttáš beaivvi .
  ## Mannan vahkkoloahpa lágidii Internašunála Čuoigan Lihttu ( FIS ) dán dálvvi vuosttáš ovttastus gilvalemiid Suoma Kuusamo báikkis .
  ## Juhán Niillas Wigelius joatká gilvalit sámemeašttirgilvvuin gitta muhtun nagoda rivvet sus eret vuosttáš saji .
  ## Albbasbivdu álggahuvvo boahtte jagi guovvamánu vuosttáš beaivvi ja bistá gitta njukčamánu 31. beaivái .
  ## Ikte lei vuosttáš davvi riikkalaš fuođđobivdogáhtten čoakkalmas Østersundas , Jämtlandas Ruoŧas , maid Ruoŧa Jämtlandda leanastivra lágida , gosa davvi riikkaid Suoma- , Ruoŧa- ja Norgga meahccegáhttejeaddjit serve .
  ## Duorastaga lei vuosttáš čájálmas Márkomeanuin ja čájálmas lei mu mielas buorre .
  ## Ihttin lea vuosttáš sotnabeaivi adveanttas ja dat mearkkaša juovllat lahkonišgohtet .
  ## – Dieđusge lean hui rámis ja giitevaš go beasan juste Riddu Riđđus almmuhit iežan vuosttáš skearru mas okto čuojahan , lohká Rundberg , ja muitala ahte Riddu Riđđu mearkkaša sutnje hui ollu .
  ## – Jus mii oaččut eanet logu Stuorradikkis de mii heaittihit Sámedikki máid doaivumis geavahat turistafitnodat doaimmaide , ammal hoteallan dahje boarrásiid vistin , lohká bellodaga vuosttáš nubbin njunošolmmái Per Sandberg .
  ## Daid vuosttáš 15 jagi lei dušše lohpi oassálastit sykkelin .
  ## Lean odne leamašan vuosttáš beaivve oahpaheames doppe .
  ## Mii leat leamaš Ruoššas ja doppe sii geavahe Ruošša militearabiktasiid ja lea vuosttáš háve go mii vásihit ahte olbmot leat ná reageren , muitala son .
  ## Lea 20 jagi áigi go vuosttáš sátta sáddejuvvui Kárášjoga studios , dalá Sámi Álbmotallaskuvlla // Den Samiske folkehøgskolen .
  ## Liikká besse guldaleaddjit gaskavahku , justte beaivvát ala 20 jagi maŋil vuosttáš sáddaga , gullat smávva ávvudeami radio sáddagis .
  ## Golbma mánu lea juo gollan dan rájes go vuosttáš váidalanreivve čállui , ii mihkkege leat rievdan .
  ## Maŋŋebárgga merkejuvvui Finnmárkku historjjá vuosttáš geatki GPS-čeabetbáttiin , ja " Scanlynx " prošeavtta jođiheaddji , John Odden , lea son guhte lea álggahan merkema .
  ## Norgga stuorámus boazoorohaga jođiheaddji lea ilus go sin guovllus leat merken vuosttáš geatki Finnmárkkus .
  ## – Dat leat dat vuosttáš sámi romána mii lea čállon , mii lea šaddan jietnateáhteriin .
  ## Dievdduid finála lei dáhpáhusvalljot go Náššá ja Arasborvárri vuosttáš háve ledje finálii beassan .
  ## Dat guokte vuosttáš Kauto Live festivála geasuhii ollu olbmuid , muhto diibmá ledje unnán geahččit .
  ## Dát lei vuosttáš mátki sus Kárášjohkii , muhto doaivu ieš ahte doaivumis ii lean maŋimuš mátki deike .
  ## Dá lea vuosttáš mielddus maid Sámediggi almmuha , geassemánu 2010 .
  ## Buot registrerejuvvon vearjjut ( vuosttáš vearju ) ja dehálaš oasit vearjjus galget leat FG-dohkkehuvvon vearjoskábiin ( Forsikringsselskapenes Godkjennelsesnevnd ) .
  ## Nuorta-Finnmárkkus leat áššit riidoráđis lássanan , dan vuosttáš jahkebealis 2010:s .
  ## - Odne lea munno vuosttáš bargobeaivi , dadjá Ole Ánte go lea čorgeme Guovdageainnu márkanguovddážis .
  ## - Odne lea munno vuosttáš bargobeaivi , Šiehtadusa letne maid čállán , nu ahte moai liikojetne bures dán bargui , dadjaba soai .
  ## Dá šaddá vuosttáš háve go Marita fárre eret ruovttus .
  ## Muhto guovtti jagi geahčen galget viimmát vuosttáš albma doalut , lohká Littlechild .
  ## Ášši mearriduvvo vuosttáš gielddastivrračoahkkimis ođđajagis .
  ## Green highlander sáhttá maid geavahit go lea coagis , muhto dalle ferte ráhkadit dolggi mas leat veaháš uhcit guolggat go dan vuosttáš dahkkon dolggis .
  ## Son lea almmuhan máŋggaid albummiid ja ožžon hui buori rámi daid ovddas ja guovvamánu almmuhii duppál albumme mas čoahkkáigeassá dan 25 vuosttáš artistajagi .
  ## Mari lei maid vuosttáš musihkkár gii oaččui Áillohačča musihkkabálkášumi , jagis 1993 .
  ## – Ii leat buorre diehtit makkár dássi mis lea ovdal go de čiekčat vuosttáš čiekčama .
  ## Dat leige dat vuosttáš guolli maid son dán jagi lea goddán stávrráin , ja dál gal áigu eambbo oaggut .
  ## – Lea vuosttáš geardi go Álttás lávllun , ja dasa lassin vel čielggus olbmuide .
  ## Dál dat galgá vuosttáš lávki lávkejuvvot .
  ## Olmmái fuobmái jođánit vuosttáš sávaldaga : Doalvvo mu lieggariikasullui .
  ## Duhtavaš vuosttáš mátkkiin.
  ## Govva lea govven dalle go vuosttáš Mama Sara skuvla rahppojuvvui .
  ## Dat olbmážagat gulaiga vuosttáš bulvii Guovdageainnus geat ohce skuvlaoahpu ja ledje njunnošis ođđa áiggi servodatovdáneamis .
  ## Odne almmuha vuosttáš diktagirjji ruovttubáikkistis Hilláguras .
  ## Almmuha vuosttáš diktagirjji.
  ## Lean vuosttáš háve lávken politihkkii , muhto lean solopolitihkkár leamaš vaikko man guhká juo , lohká Niillas Beaska .
  ## Loahppa boađus aŋkke šattai 2-4 Sápmái , ja nu vuite ge vuosttáš čiekčamiid , go ledje ollu buorebut Tami Ealam joavkku , vaikke dán ge háve rahče .
  ## – Olbmot dáppe leat álgán beroštit iežaset sámi duogážis , dan čavčča galgá vuosttáš gáktegoarrunkursa .
  ## Samuel , gii vuoiddai gonagas Saul ja gonagas David , lei vuosttáš stuorra profehta Israelis .
  ## Dáin sániin leat golbma stávvala : mil-jovnna guoktása , muhto vuosttáš sánis leat guokte távtta , ja nuppis lea dušše okta .
  ## Geinnodaga sáhttá johtit geassemánu beallemuttu ja čakčamánu loahpa gaskasaš áigge nappo giđđadulvviid maŋŋel ja ovdal vuosttáš muohttaga .
  ## Nuuksio vuosttáš sullot loktanedje eananloktaneami mielde oidnosii juo mealgat 9000 jagi dassái ja áramus ássit livčče sáhttán ásaiduvvot dohko juo dalle .
  ## Láigodálloordnega álgin 1700-logus giktalii ásaiduvvama leavvama ain lagabui , muhto daláš álbmotmeahci guvlui vuosttáš láigodálut ceagganedje easkka 1880-logu loahpageahčen .
