Boađus: 156
									
	Administrative texts –
Dán ovttaoaivilvuođa berre garraseabbot 	jorahit 	politihkalaš dahkkun , earret eará beanta bágget guoskevaš eiseválddiid . #forvandle #<TH-Acc-Any><RO-Ess-Any> 
Jos ekologalaš doarjagiid sáhtášii eanet njuolga máksit , de sáhtášii 	jorahit 	ain eanet ekologalaš buvttadeami guvlui , ja almmá daid čavga gáibádusaid haga mat Norgga eiseválddiin dál leat ekologalaš eanandoalu meroštallamii . #No Acc only Ill * should be jorrat
	Aššu –
Son čujuhii goaivvuin áiteseaidnái ja mun šuohkehin ja viggen baicca sága 	jorahit 	juogamasa maid ii sáhte mainna bálddastahttit ja mihtidit . #<TH-Acc-Any><DE-Ill-Any>
Gievrras Biera vulggii de ruoktot gonagasa báikái , ja go dohko ollii , son 	jorahii 	miehki suorbmagežiiguin , luoitilii dan ráhpá ala ja dajai : – Mun in gille dán sisa guoddit , go lean iežan mielas liikká guhkás juo guoddán dán . #<TH-Acc-Any>
	Avvir –
Dáiguin doaluiguin jurddašeimmet 	jorahit 	fokusa positiiva guvlui , ja fállat bivdiide geat leat boahtán juoidá suohttasa dás duottarstobu luhtte , čilge Mortensen . #<TH-Acc-Any><DE-Ill-Any>
Sus lea erenomáš teknihkka go 	joraha 	kuvlla , kuvlla kursa dego botnjasa . #<TH-Acc-Any> CAUS
Dán vieljas lea siidaoasus , muhto ovdalaš dikki de 	jorahii 	eamida nammii siidaossosa jođiheami . #overføre #<TH-Acc-Any><DE-Ill-Any>
Ealgabivdiidsearvvit leat ollu jagiid dorron vuolidit hattiid ealgabivddus ja bivddu 	jorahit 	eambo árbevieruid guvlui . #<TH-Acc-Any><DE-Ill-Any>
Dan ávžžuhusa lea Ávvir 	jorahan 	soaibmamii . #<TH-Acc-Any><DE-Ill-Any>
Dáiguin doaluiguin jurddašeimmet 	jorahit 	fokusa positiiva guvlui , ja fállat bivdiide geat leat boahtán juoidá suohttasa dás duottarstobu luhtte , čilge Mortensen . #<TH-Acc-Any><DE-Ill-Any>
— Jus ii leat niibi fárus ahte sáhttá daid čoaggit fárrui , de galgá 	jorahit 	guobbara dasságo luovvana máddagis . #<TH-Acc-Any>
Máŋggas geat 	jorahedje 	ođohiid ledjege dušše vuolgán geahččalandihtii skuteriid , eaige oaggungilvui . #<TH-Acc-Any>
Muhto DSF visttit cagget ja 	jorahit 	biekka , ja ovdalgo fas viehkaleaba vilppasta Youngbo beahcegierragiidda geahččat man guovllus lea vuostebiegga . #<TH-Acc-Any>
Lars : - Dat vujii meaddel dan botta go ledjet 	jorahan 	sealggi távvalii ... #<TH-Acc-Any><DE-Ill-Any>
Gievrras Biera vulggii de ruoktot gonagasa báikái , ja go dohko ollii , son 	jorahii 	miehki suorbmagežiiguin , luoitilii dan ráhpá ala ja dajai : – Mun in gille dán sisa guoddit , go lean iežan mielas liikká guhkás juo guoddán dán . #<TH-Acc-Any>
Mii sákka šállošat go Egil Olli lea 	jorahan 	ášši siskkáldas njuolggadusaide go dan vuođul lea divvon kabineahttagažaldaga áššis , cealká Sámedikki opposišuvdnajođiheaddji , Aili Keskitalo ( NSR ) . #<TH-Acc-Any><DE-Ill-Any>
Earenoamážit go čavčča loahpageahčen ja árradálvvi , muhto maiddái miehtá dálvvi sáhttet temperatuvrrat 	jorahit 	gaskal nulla ja vihtta galbmagráda . #no Acc *
Mii NSR bealis háliidit dan 	jorahit 	positiiva guvlui , ja dan oktavuođas evttoha NSR dál ahte Mázii ásahuvvo duođaštanguovddáš Álttá-Guovdageainu-ášši ektui , muitala NSR jođiheaddji ja presideantaevttohas Aili Keskitalo . #<TH-Acc-Any><DE-Ill-Any>
Govva8 : Mattis Ailo Hætta 	joraha 	olbmuid birra biillain , vai dovdet man ávki lea biilaboahkánis go vuodjá doaresbeallái , ja biila joriha . #<TH-Acc-Any><birra> #second joriha is not caus
– Das besset olbmot oaidnit man ákki lea biilaboahkánis , lohká Mattis Ailo Hætta , ja 	joraha 	olbmuid birra . #<TH-Acc-Ani><birra>
Arbereshe álbmot báhtarii ruovtturiikas Albánias 1500- ja 1600-logus , go nubbi álbmot bákkuin vikkahii risttalaččaid 	jorahit 	islamii . #<TH-Acc-Any><DE-Ill-Any>
	Joraha 	jurdaga , botnjá ja njoallu dan dego gámagoarru , guhte cummástallá suonaiguin daid banedettiin . #<TH-Acc-Any>
Sus lea erenomáš teknihkka go 	joraha 	kuvlla , kuvlla kursa dego botnjasa . #<TH-Acc-Any>
Gaskadássi maid leai ođđaáigái 	jorahan 	árbevirolaš máidnasiid . #<TH-Acc-Any>
Hirpmahuvai go fuobmái báhkára čuččodeame báiddi haga ja 	jorahii 	láibbážiid ratti vuostá . #<TH-Acc-Any>
Klássadáiddár Tonje Tunold veahkeha Tanja 	jorahit 	bohcci amas klássabulljaras ii sloanccet , vai klássakuvla oažžu čáppa jorba hámi . #<TH-Acc-Any>
Klássadáiddár 	joraha 	áhcagasti klássaávdnasa alit klássajáffus . #<TH-Acc-Any>
Dan gal livččet don nai jus nieiddat livčče du nie 	jorahan 	! #<TH-Acc-Any>
Linda Gail Lewis ja Pimpernell čuojahanjoavki čuojahit rock ´n roll musihka ja dánsunláhttis oidno earret eará Kárášjoga ássi Torgeir Kåby ( čuvges alit báiddiin ) 	joraheamin 	muhtin nisson dánsejeaddji . #<TH-Acc-Any> * nissona / nissondánsejeaddji
Elle mielčuovvu nieiddat , Marketta ja Kaisa , fuomášeigga juolgevánat eatniska 	jorahit 	oppa mátkki rullastuoluin , mii geahpedii juohke báikki guhkes feaskáriid johtima . #<TH-Acc-Any><IN-Com-Veh>
– Vaikko sii vuoittahalle dalle , de sáhttit mii ollu sis oahpat mo olbmuid oaivila sáhttá 	jorahit 	vai doarjugohtet ášši . #<TH-Acc-Any jorahit oaivila
Oanehaččat , 	jorahit 	eanet ruđa servvodagas . #<TH-Acc-Any
Muhtin 	joraha 	spiidne- dahje lábbágoruda hilaid badjel dassái go giksá biergu . #<TH-Acc-Any><DE-Ill-Any>
– Ráđđehus lea mannan vahkku bargagoahtán geahčadit vejolašvuođa 	jorahit 	ráđđádallangáibádusa láhkan , muhto dat dieđus ii leat dahkkon ija birrasis . #<TH-Acc-Any>
Ovddádusbellodat lea dájuhan ja 	jorahan 	olbmuid boasttu dieđuiguin ja nie dagahan váralaš dili . #<TH-Acc-Any>
Kystfiskarlaget dahje riddoguolásteddjiid lihtu nubbinjođiheaddji , Arne Pedersen , oaččui olu fuomášumi guldaleddjiin go muitalii mo stáhta lea 	jorahan 	álbmoga almmolaš guolástanvuoigatvuođaid priváhta eaiggáduššamii agi beaivái ja geigen nuvttá guolleeriid riggáide . #<TH-Acc-Any>
Dán vieljas lea siidaoasus , muhto ovdalaš dikki de 	jorahii 	eamida nammii siidaossosa jođiheami . #T<H-Acc-Any>
Eai leat vuos ráhkaduvvon čielga dohkkehuvvon njuolggadusat maid sáhttá ja maid ii sáhtte gálvun 	jorahit 	, dadjá Balto . #<TH-Acc-Any><RO-Ess-Any> forvandle i
Lei ulbmil buoridit ja loktet dási sámekultuvra muitaleames , muhto ii lean veahkki viežžamis Goahtebealjis , vaikko mo dál geahččaleimme 	jorahit 	ja buoridit eavttuid , de lei inta A-A vástádus , muitala eaiggát Kristine Eira . # <TH-Acc-Any> snu på
Norgga bohččigussa buvttadii gaskkamutto 1970 logus sullii 4500 lihttera jagis , ja dál buvttada 7000 lihttera jahkái , mii lea dagahan earret eará njižžesiejaid ja ketose ( mii lea ahte gorut atná buoiddi ja 	joraha 	energiijan , ovdalii go vurket gorudii ) . #<TH-Acc-Any><RO-Ess-Any> forvandle i
Lei smávva gánddaid bargu 	jorahit 	sihkkeljuvlla mas lei dynamo vai sihkkelčuovgga čuovgá , vai njuikehaga deaivat , muittaša Thoralf . #<TH-Acc-Any> skifte
Gáffeguossis ja 	joraheame 	#0
Boazodoalušiehtadus lea okta dain čoavdagiin mii lea bidjon 	jorahit 	eanet vuovdima guvlui .  #<TH-Acc-Any>
Skuvllaid 	jorahivččii 	ruhtarádju dahje muhtin fitnodat ja álggos daid áiggoše vuođđudit Ruššii , Kiinnái ja eará Asia riikkaide . #<TH-Acc-Any>
Son jurddašii Kari birra juohke áidnu sekundda , son ii nagodan jurdagiid 	jorahit 	eará áššiid birra , iige son nagodan borrat – čohkkái ja dušše čuokkui biepmu . #<TH-Acc-Any> få tankarna till å snurra runt andre ting
Čáppa nieiddat gusto 	jorahit 	mu ! #<TH-Acc-Any>
Idjatoga lei gal viehka vásáhus , go mii leimmet ovccis unna oađđinlánjas , doppe lei issoras báhka ja unna propealla gáhtus dušše 	jorahii 	áimmu . #<TH-Acc-Any>
Muhtumat gal 	jorahit 	sága dohko ahte dát lea oassi dan agálaš gilvvus gaskal Hámmárfeastta ja Álttá ássiid , muhto lea go nu ? #<TH-Acc-Any><DE-Ill-Any>
mas leat boahkánat máid 	joraha 	mutuvra . #<TH-Acc-Any>
Ovdal vuosttaš dikki 	jorahii 	son iežas eamida jođiheaddjin sudno siidaoasi , annes diggi ii ane dan su vuosttá ahte okta olmmoš ii sáhte eaiggáduššat guokte siidaoasi . #<TH-Acc-Any><RO-Ess-Any>
Elle Agneta Norvang 	jorahii 	‹ ‹ šuvvi › › leahtuin šleaggarieggá . #<TH-Acc-Any>
Son muitá maid ahte su áŋgiruššanmokta njiejai go Norgga Sámiid Riikkasearvi 	jorahii 	sámi servviid deattu politihkalaš bellodahkan loahpageahčen 1980–logu . #<TH-Acc-Any><RO-Ess-Any>
Lars : – Dat vujii meaddel dan botta go ledjet 	jorahan 	sealggi távvalii ... #<TH-Acc-Any><DE-Ill-Any>
	Religion texts –
Ihkku mun soađan jurdagiiguin , mun 	jorahan 	daid , mu vuoigŋa guorahallá . #<TH-Acc-Any>
	Non-fiction texts –
Guovddáš ulbmilin lea maiddái , ahte omd. dutkabohtosiid galgá maŋŋá 	jorahit 	“ produktan ” sihke guovllu ássiide ja olggobeal olbmuide . #<TH-Acc-Any><RO-Ess-Any>
Rivgu gal viggá 	jorahit 	Heaikka , ja lea hirpmaset
Iskkas mat leago sátni man sáhtášit 	jorahit 	vearban , ja nu dat dagašii #<TH-Acc-Any><RO-Ess-Any>
” Sága bonjasteami bokte garvá olles gažaldaga , ja 	joraha 	baicce hearvan dan maid geahčči vuorddášii vuorjat vuoras olbmo . #<TH-Acc-Any><RO-Ess-Any>
mielde 	joraha 	kamera jna. . #<TH-Acc-Any>
Máhtte 	jorahii 	geađggi roggái . #<TH-Acc-Any><DE-Ill-Any>
Friis bargovuohki sáhttá leat geahpidan báikegotti čearddalaš variašuvnna , ja 	jorahan 	dan gielalaš variašuvdnan , dahje baicce guovtte- ja golmmagielatvuhtii . #<TH-Acc-Any><RO-Ess-Any>
Kompássajorbbá sáhtát 	jorahit 	birra ja dan siste leat guokte njuolggo sázu bálddalaga mat áinnas leaba ruoksadat .
Ja de galggai gieđain 	jorahit 	. #<TH-Acc-Any><birra
Oapahægje Hans Guttorm 	joraha 	su mašinaidis . #<TH-Acc-Any>
Okta mis , mu áhčči , lohká logaldallama dan botta go nubbi 	joraha 	teavstta seammás . #<TH-Acc-Any> dreie rundt på
	Fiction texts –
Dasto 	jorahii 	oaivvi ja vuojai masá gitta Guhkesnjárgii ovdalgo buokčalii ja jávkkai . #<TH-Acc-Any>
Biegga 	jorahii 	šiljus lasttaid , sirddašii daid duohkut deike . #<TH-Acc-Any>
Hemmo bivddii mu šliippa 	jorahit 	. #<TH-Acc-Any>
Nillá ii goittot orron atnimin dan báljo maninge , muhto 	jorahii 	sága áibbas eará guvlui , iežas Roavvenjárgga mátkái ja gielddaráđđehusa boahttevaš čoahkkima áššelistui . #<TH-Acc-Any><DE-Ill-Any>
Geahččá munnje go vas molsun sluvkka , 	jorahan 	šealgada gieđaid gaskkan ja vel čolgadan , sapmalan áddemeahttomiid — visut lehkos rivgui suorgga vai rapmasa bajideš , jus juo gullá — ja jus oaidná mu sápmin . #<TH-Acc-Any><DE-Ill-Any> D?
Son hálahii guhká soames sápmelačča ja fálai muhtumii snuvssa : sápmelaš čolgadii rabas skáhppui , 	jorahii 	suorbmagežiin snuvssa čavges spábban ja deaddilii badjeollola algŋáid vuostá ja stircalii ruškes čolgga goabbat njálbmečiegas : nu hávski orui su mielas doallat njálmmis suvddára fállan snuvssa . #<TH-Acc-Any><RO-Ess-Any>
Muhto liikká mu jurdagat čádjidit ođđasit ja ođđasit duon vártnuhis áigái , 	jorahit 	ja guorahallet áigá leamaš ja vássán áššiid ja dáhpáhusaid , mat eai mearkkaš šat maidige . #<TH-Acc-Any>
	Law texts –
Geatnegasvuođa maid § 110 a bidjá eiseválddiide sáhttá datte 	jorahit 	nu ahte vuoigatvuođat fas ásahuvvojit sápmelaččaide , dahje gáržžiduvvojit earáide , sierra mearrádusaid bokte . #<TH-Acc-Any>
, erenoamážit dan maid ruhtan sáhtii eksporttas 	jorahit 	, ahte guovddášváldi sierravuoiggalaš #<TH-Acc-Any>
min lohkanáiggi rájes lei juoga mii dávjá iđii ja maid eat jáhkkán goassige galgan šát dárbbašit jurddašit : okta lea juogaduvvon vuoigatvuohta eatnamiidda , maid sáhtášii 	jorahit 	jurdagii juogaduvvon eaiggáduššanrievtti klassihkalaš digaštallamii - dominium directum ja dominium utile - ja gažaldat ruvnnu álgovuolggalaš vuoigatvuohta eatnamiiddage , mii Danmárkkus ( Norggas ? #<TH-Acc-Any><DE-Ill-Any> D?
Muhto easka ámtamánni Torkil Fieldsted 	joraha 	dákkár jurdagiid láhkan . #<TH-Acc-Any><RO-Ess-Any>
1863 eanavuovdinláhka attii háldejeaddjiide vuoigatvuođa 	jorahit 	ámtalihpuideaset eaiggáduššaneanagirjin #<TH-Acc-Any><RO-Ess-Any>
	Min Aigi –
Dá son 	joraha 	muhtun Girkonjárgga čiekči . #<TH-Acc-Ani>
Son lea viehka nuorra , vitmes nissonolmmoš , muhto ii songe nagadan 	jorahit 	boares SLF:a goruda ja bidjat leavttu organisašuvdnii . #<TH-Acc-Any>
Suokka sáhttá 	jorahit 	bajás ja vulos dárbbu mielde . #gos akk?? * Suoggama
Son lohká iežas dárbbašit intensiiva hállankurssa , mas 	jorahivččii 	passiiva giellamáhuid aktiivan . #<TH-Acc-Any><RO-Ess-Any>
Mahkáš bilidit muhtun muddui joavdoáiggis , vai čuohtenáres besset 	jorahit 	spáppa gaskaneaset ovtta vahkkoloahpa jagis . #<TH-Acc-Any>
ÁILE : Áile Marita Varsi ( 1 ) čuovui dáhpáhusaid gahpira 	jorahettiin 	. #<TH-ACC-Any> Ger
Ávjju falis njunoščiekči Silje Moen ii lean lihkostuvvan duoin vuosttaš čiekčamiin ja leaige movtta massimen go ii nagohan 	jorahit 	spáppa mollii . #<TH-Acc-Any><RO-Ess-Any>
Ii lean šat seamma čiekčanmokta og duoin ovddit čiekčamiin ja dán beaivve ii menestuvvan spáppa 	jorahit 	nugo spábbačiekčamis ferte jus galggaš lihkostuvvat . #<TH-Acc-Any>
Boazodoallu 	joraha 	fitnodagaide juvllaid #<TH-Acc-Any> BE
– Viggen 	jorahit 	biellu vulos guvlui , muhto in nagodan go 50 mehtara jorahit , Vižžen veahki . #<TH-Acc-Any><DE-Ill-Any>
Nu ahte gaskavahku rájes besset Sáme Radio guldaleaddjit veaháš 	jorahit 	jierpmi ja vástidit Ánne Ristiinná gažaldagaid , ja son lohpida ovtta diŋgga ; – Mun in ráhkat nu váttes gažaldagaid ! #<TH-Acc-Any>
Sáhtát go 	jorahit 	dán tombolagoanstta ? #<TH-Acc-Any>
Sáhtát go 	jorahit 	dán tombolagoanstta ? #<TH-Acc-Any>
Son čalmmustahttii min fuobmát , ahte mii sáhtit struktuvrralaččat 	jorahit 	árvvuid go mii dušše jorgalit girjjid ja plánaid . #<TH-Acc-Any>
– Ráđđehus 	joraha 	baicce ášši nuppe gežiid ja dahká sápmelaččaid leahkima váttisvuođa guovddažin . #<TH-Acc-Any>
Juo , ja mu 	joraheigga 	birra aht « birra , dassá go deaimmáskin oalát ! #<TH-Acc-Any><birra>
Juo , ja mu 	joraheigga 	birra aht « birra , dassá go deaimmáskin oalát ! #<TH-Acc-Any><birra>
Juo , ja mu 	joraheigga 	birra aht « birra , dassá go deaimmáskin oalát ! #<TH-Acc-Any><birra>
Ii makkárge hápmi iđe , ii lávvu , ii čoarvegeahčege vaikko mo de 	jorahivččet 	sámi dáiddára govaid mat leat Hermetikkenis Čáhcesullos čájáhusas . #<TH-Acc-Any>
Váldogovva : 29 OŽŽOT LEAT : Lásse Solbakk , Morten Tobiassen , Ul - Juhan Partapuoli ja Dan Henrik Heiberg eai ujostallan ja 	jorahedje 	gilvvu Anne Erke dan botta go juige beakkán 29 luođi nu ahte čorpmaid vel čarvo . #<TH-Acc-Any>
Ráđđehus 	joraha 	baicce ášši nuppe gežiid ja vikkaha sápmelaččaid váttisvuođa guovddážin . #<TH-Acc-Any>
Sáhtát go 	jorahit 	dán tombolagoanstta ? #<TH-Acc-Any>
beroštumifokusa dáfus , de vuorddášii ahte kritihkalaš ja duostilis journalisttat baicca livčče 	jorahan 	beroštumi duohta fápmoolbmuide iežaset kontroversa- ja sensašuvdnabivddus . #<TH-Acc-Any><DE-Ill-Ani>
Čeahpes olmmái lea hárjánan iežas barggus ja lea 	jorahan 	skearruid stuora lágidemiin miehta Norgga ja Eurohpa . #<TH-Acc-Any>
Moai 	jorahetne 	fas sága spáppáčiekčamii , go dat galggašii munnos leat fokusis . #<TH-Acc-Any><DE-Ill-Ani>
Jahkeviissaid juo leat 	jorahan 	Máhte ! #<TH-Acc-Any> väre på farten etter noe, väre på lur etter noe, gå på frierben til
Ollusat leat maid 	jorahan 	dán silkki , muitala Olsen ja čájeha silkeliinni maid lea váldán mielde vuovdit muhtin eará ovddas .  #<TH-Acc-Any>
Váldopersovdna 	joraha 	boarrase t nissona  #<TH-Acc-Any>
Dat lea váidalahtti , muhto vearrát vel lea dat go min sámi mediat eai oro čuovvuleamen konstruktiivva evttohusaid , baicce dušše vigget visot 	jorahit 	heittogin ja sivaheapmin .  #<TH-Acc-Any><RO-Ess-Any>
Ja mun aivve jurddašan symmetriija juohkediŋggas , ja barggan jallas minstariid mielde , nu go 	jorahit 	stuolu ovdal go čohkkedan ! #<TH-Acc-Any>
Sáhtát vel 	jorahit 	heitot beliid buorrin . #<TH-Acc-Any><RO-Ess-Any>
Mánnávuođa oahpes dajaldagaid lea son 	joraha 	n gávpin .  #<TH-Acc-Any><RO-Ess-Any>
Son lei vissa muhtinlágan šaldeinšenevra , muhto mun 	jorahin 	sealggi sutnje .  #<TH-Acc-Any><DE-Ill-Any>
Sáhtát vel dan negatiivva ge 	jorahit 	positiivan .  #<TH-Acc-Any><RO-Ess-Any>
Dát attášii erenoamáš vejolašvuođa geahččalit ođđa ávkkástallama luonddus ja 	jorahit 	dan ruhtan .  #<TH-Acc-Any><RO-Ess-Any>
Relaxer-stuollu mas lea juolgesadji - sáhttá 	jorahit   #Acc? ellipsa
Nubbi moaitta lea go gurrenbiila ii gurre gáivvo guorusin , dušše 	joraha 	dan táŋkkas ja leike stuorra čáhcedeattuin baikamáli fas gáivvui . #<TH-Acc-Any>
Livččet galgan eambbo vuoruhit eallima geavatlaš beliid dán vahkku , ja sáhtášit maid 	jorahit 	dan váttis dili mii dus lea alccesat ávkin .  #<TH-Acc-Any>
Lada 	joraha 	váibmo-ruđa  #<TH-Acc-Any>
FeFo stivrjođiheaddji mielas šaddá áibbas boastut 	jorahit 	ášši dan guvlui ahte dát mearrádus vaháguhttá báikegotti olbmuid , go dat ii leat sin jurdda goasse leamaš .  #<TH-Acc-Any><DE-Ill-Any>
Mun 	jorahin 	njunán dušše beare Davás , ja nu dollejin Dážii , guollefabrihkkii bargui .  #<TH-Acc-Any>
Muhto Sámi Rádio válljii čájehit áibbas eará gova ja 	jorahii 	dáhpáhusa vearridahkkun , danne go Sámi Radio mielas ii galgga sámedikki presideanta seaguhit iežas privahta fitnodagaide .  #<TH-Acc-Any><RO-Ess-Any>
- Go nahkehin oaivái vilgesgahpira , de dat lei muhtinlágan loahppa , muitaladda Sierge gulul ja 	joraha 	oaivvis meahtá Áilegas duoddarravdái , dego geahčasii daid bálgáid , gosa son ja su skihpárat dás maŋŋá vázzilit .  #<TH-Acc-Any><DE-Ill-Any>
Mienna lohká dál sámi dievdduid ságastit eanemus 4-juolggagiid ja 4-juvllagiid birra ja de han su mielas livčče hástalus 	jorahit 	ságaid eambbo servodatberošteaddji ságaide :  #<TH-Acc-Any><DE-Ill-Any>
Vuolemusas daddjo ahte 96 % dámpafatnasa fámus adnojuvvui 	jorahit 	iešalddis dan fatnasa .  #<TH-Acc-Any>
	An Account of the Sami
Muhto doaresbealde lea buoremus ; jos livččui dušše okta siida doaresbealde iežá siiddain , ja de lea buorre guohtun , de gal oažžu , jos eai leat duoddariin meahccebohccot , de dalle ferte 	jorahit 	dušše ovttat siidda .  #<TH-Acc-Any>
	Science texts –
Oahpadettiin mánná sáhttá eahpelihkostuvvat , muhto dan galgá 	jorahit 	ávkin oahppanprosessii , dasgo dat maid mánná das oahppá ii vajálduva álkit .  #<TH-Acc-Any><RO-Ess-Any>
iská jearahallat ja danin son 	joraha 	sága duohkut deikke .  #<TH-Acc-Any><DE-Ill-Any>
	Jorahan 	passiivacealkaga aktiivacealkkan , vai oainnášin cealkaga syntávssalaš  #<TH-Acc-Any><RO-Ess-Any>
Vaikko mun lean 	jorahan 	passiivacealkaga 99 aktiivacealkkan 100 ja rievdan  #<TH-Acc-Any><RO-Ess-Any>
	jorahit 	passiivan dego eanaš transitiivacealkagiid sáhttá .  #<RO-Ess-Any>
Kymográfa gasku lea jorri sylind dar , ja das lea motovrraš mii 	joraha 	sylindara rievdatmeahttun leavt Dauer ) . #<TH-Acc-Any>
Dáinnalágiin 	jorahit 	cealkagiid ja váldoáššit dás leat iešalddis vearbajoavkkut ja substantiivvaid sojaheapmi kasusiid mielde , #<TH-Acc-Any>
Dienu sámit sáhttet 	jorahit 	marginála guovddážii ja čalmmustahttit iežaset oainnuid ja kritiseret hegemonalaš kulturguovddážiid ideologiijaid ( vrd. Salazar 1991 : 102 ) . #<TH-Acc-Any><DE-Ill-Any>
Hirvonen čállá evaluerendutkamis : « Leago oppalohkái vejolaš 	jorahit 	skuvlla kul tuvrra servodaga kultuvran dahje nuppegežiid , ja addágo plána doarvái lihka danmuni máŋggakultuvrralaš doaimmaid ollašuhttimii ? #<TH-Acc-Any><RO-Ess-Any>
Čájáhusas leat mu duojit geahččanláhkái ja lean ráhkadan listta mas olbmot sáhttet oaidnit goal lea mii dujii d. Olbmot geahčadit mu dujiid , muhtun nissonolmmoš 	joraha 	mu bácci man lean gohčodan gun lei earet eará válljet lahtuid searvái ohcamiid vuođul . #<TH-Acc-Any>
Logadettiin Boares nauti , Áillohačča gudnejahttingirjji Ovles Juhána birra , olbmos lea dát myhta-muitalus miellagovas , go Valkeapää 	joraha 	girjesiidduid čáhppadin , ja govvageavaheami bokte geažida ahte Turi eallin ja čálašeapmi Emiliein lea mannamin loahpageahčai . #<TH-Acc-Any><RO-Ess-Any>
